Date	Time	Location	Population	Lek	Species	Racap?	Band #	Color Band Combo	Age	Sex
7/3/19	2:30	Palma Real	9	3	Hyb	R	418	L_p/w R_r/a	D	M
7/3/19	10:00	Palma Real	9	3	Hyb	N	488	L_r/r R_a/n	D	F
7/3/19	10:00	Palma Real	9	3	Hyb	N	489	L_n/w R_a/y	D	M
7/3/19	10:00	Palma Real	9	3	Hyb	N	490	L_w/g R_a/r	D	M
7/3/19	11:00	Palma Real	9	3	Hyb	N	491	L_w/g R_a/g	D	F
7/3/19	11:00	Palma Real	9	3	Hyb	N	492	L_g/n R_a/w	D	F
7/3/19	2:30	Palma Real	9	3	Hyb	N	493	L_n/n R_a/bk	D	F
7/3/19	3:00	Palma Real	9	3	Hyb	N	494	L_y/y R_a/y	U	G
7/5/19	2:00	San San Drury	2	3	Can	R	317	L_y/a R_r/bk	D	M
7/5/19	3:00	San San Drury	2	3	Can	R	320	L_y/a R_n/g	D	F
7/5/19	1:30	San San Drury	2	3	Can	R	322	L_y/a R_n/w	D	M
7/5/19	2:00	San San Drury	2	3	Can	R	324	L_y/a R_g/bk	D	M
7/5/19	2:30	San San Drury	2	3	Can	R	374	L_n/a R_gy/w	J	M
7/5/19	10:00	San San Drury	2	3	Can	R	396	L_p/a R_n/r	D	M
7/5/19	9:30	San San Drury	2	3	Can	N	504	L_w/w R_a/y	U	G
7/5/19	10:00	San San Drury	2	3	Can	N	505	L_w/n R_a/y	J	U
7/5/19	10:30	San San Drury	2	3	Can	N	506	L_w/g R_a/y	D	F
7/6/19	3:00	Palma Real	9	2	Hyb	R	121	L_r/r R_n/a	D	M
7/6/19	1:30	Palma Real	9	2	Hyb	N	507	L_r/w R_a/g	D	F
